GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,MIN_PER_GAME
Lineups,-1630649-1630699-1631157-1641857-1641890-,S. Umude - M. Beauchamp - R. Rollins - L. Robbins - T. Smith,1610612749,MIL,2,1,1,0.5,12.0,105.6,100.0,89.7,85.2,15.9,14.799999999999997,0.545,1.2,16.2,0.273,1.0,0.6,0.179,0.571,0.571,107.9,113.79,94.83,28,0.556,2233,1965,3490,4350,1184,4691,3507,3689,5204,2903,5073,4291,1,2493,7338,3902,4705,3376,4119,6.0
Lineups,-203501-1630595-1631105-1631323-1641842-,T. Hardaway Jr. - C. Cunningham - J. Duren - S. Fontecchio - R. Holland II,1610612765,DET,8,6,2,0.75,12.0,95.0,85.2,154.4,148.0,-59.4,-62.8,0.667,0.86,17.6,0.143,0.667,0.438,0.259,0.563,0.632,100.4,108.36,90.3,27,0.277,278,173,8517,3632,1199,6645,8409,8465,3752,4222,4336,5740,5047,6346,8883,4063,3574,4589,7281,1.5
Lineups,-203501-1627736-1630191-1630595-1631323-,T. Hardaway Jr. - M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio,1610612765,DET,8,5,3,0.625,12.0,105.8,92.6,86.0,92.6,19.8,0.0,0.5,2.0,10.8,0.4,0.647,0.531,0.074,0.432,0.507,101.3,103.74,86.45,27,0.582,278,242,9709,4164,1086,6186,3935,4423,5281,1393,6669,2616,5922,3782,4706,6340,5811,5920,3811,1.5
Lineups,-202699-1627736-1630191-1631093-1641709-,T. Harris - M. Beasley - I. Stewart - J. Ivey - A. Thompson,1610612765,DET,3,2,1,0.667,12.0,119.9,113.8,71.7,74.1,48.2,39.7,0.5,2.0,15.8,0.273,0.667,0.531,0.103,0.591,0.647,111.3,112.53,93.78,29,0.806,1386,972,3490,3813,1145,3976,2820,2417,5281,1393,5145,4291,5047,3782,5360,3642,3346,3603,2043,4.0
Lineups,-202699-203501-1630595-1631105-1641842-,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Duren - R. Holland II,1610612765,DET,9,5,4,0.556,12.0,99.6,90.9,123.0,120.0,-23.3,-29.099999999999994,0.667,1.33,14.3,0.222,0.222,0.222,0.136,0.5,0.553,92.3,97.52,81.27,22,0.232,221,242,10169,4311,1192,6279,6624,7136,3752,2745,5489,4991,8205,8680,6159,4656,5035,7857,7577,1.3333333333333333
Lineups,-202699-203501-1630595-1631105-1631323-,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Duren - S. Fontecchio,1610612765,DET,6,3,3,0.5,12.0,98.6,92.0,108.9,96.3,-10.2,-4.299999999999997,0.222,0.67,6.9,0.167,0.923,0.56,0.12,0.476,0.515,93.4,102.86,85.71,25,0.4,447,561,9709,4350,1127,6219,4108,5710,7282,4353,7230,5517,2922,3311,5742,5921,5641,6139,6053,2.0
Lineups,-1626168-1628368-1628989-1631099-1642403-,T. Lyles - D. Fox - K. Huerter - K. Murray - I. Jones,1610612758,SAC,2,1,1,0.5,12.0,101.0,104.2,148.9,147.8,-47.9,-43.60000000000001,0.5,2.5,15.2,0.308,0.545,0.417,0.083,0.457,0.505,99.3,98.09,81.74,24,0.317,2233,1965,3490,4350,1204,4609,8408,7779,5281,1133,5361,3947,6624,6691,4830,6103,5857,7699,6972,6.0
Lineups,-1626168-1627734-1628368-1628989-1631099-,T. Lyles - D. Sabonis - D. Fox - K. Huerter - K. Murray,1610612758,SAC,3,2,1,0.667,12.0,104.7,100.0,101.4,103.8,3.3,-3.799999999999997,0.6,1.2,17.1,0.364,0.867,0.654,0.2,0.548,0.571,104.6,105.61,88.01,25,0.544,1386,972,3490,3813,1188,4691,5514,5696,4722,2903,4481,3023,3108,2154,7571,4303,4676,5356,4298,4.0
Lineups,-204456-1626167-1627783-1631097-1641767-,T. McConnell - M. Turner - P. Siakam - B. Mathurin - B. Sheppard,1610612754,IND,4,2,2,0.5,12.0,107.4,111.5,100.6,100.0,6.8,11.5,0.714,2.5,26.3,0.2,0.571,0.417,0.154,0.604,0.604,105.4,103.73,86.44,26,0.614,917,972,8517,4350,1164,4136,4173,3862,3475,1133,1513,5124,6460,6691,6663,3402,4108,5922,3484,3.0
Lineups,-204456-1630167-1630169-1631097-1641716-,T. McConnell - O. Toppin - T. Haliburton - B. Mathurin - J. Walker,1610612754,IND,5,3,2,0.6,12.0,138.1,140.7,102.0,100.0,36.1,40.69999999999999,0.667,4.0,21.1,0.25,0.692,0.48,0.074,0.625,0.69,106.1,106.06,88.39,27,0.713,646,561,8517,4193,1169,2019,4173,2341,3752,324,2974,4415,4933,5705,4706,3016,2773,5227,2646,2.4
Lineups,-204456-1627783-1629650-1631097-1641716-,T. McConnell - P. Siakam - M. Brown - B. Mathurin - J. Walker,1610612754,IND,4,3,1,0.75,12.0,65.5,66.7,109.4,104.0,-44.0,-37.3,0.714,1.0,14.7,0.294,0.9,0.519,0.208,0.348,0.341,100.5,102.16,85.13,24,0.148,917,561,3490,3632,1203,7538,5524,7558,3475,2977,5459,4075,2959,3931,8058,7163,7857,6475,8027,3.0
Lineups,-1626179-1628389-1629130-1629639-1631107-,T. Rozier - B. Adebayo - D. Robinson - T. Herro - N. Jović,1610612748,MIA,6,1,5,0.167,12.0,140.8,127.6,142.9,138.5,-2.1,-10.900000000000006,0.727,4.0,20.0,0.3,0.8,0.55,0.069,0.643,0.704,101.5,108.46,90.39,29,0.527,447,1965,10375,6137,1121,2837,8021,6066,3418,324,3144,3997,3506,3470,4627,2858,2558,4558,4514,2.0
Lineups,-1626179-1628389-1629639-1630696-1631170-,T. Rozier - B. Adebayo - T. Herro - D. Smith - J. Jaquez Jr.,1610612748,MIA,2,1,1,0.5,12.0,84.6,88.0,81.5,79.2,3.1,8.799999999999997,0.778,1.75,20.0,0.286,0.923,0.593,0.16,0.478,0.478,97.7,97.04,80.87,25,0.556,2233,1965,3490,4350,1129,6445,3106,4041,2952,2218,3144,4109,2922,2911,6801,5908,6630,7998,4119,6.0
Lineups,-202684-1630550-1631247-1641854-1642281-,T. Thompson - J. Thor - L. Travers - C. Porter Jr. - J. Tyson,1610612739,CLE,1,1,0,1.0,12.0,92.9,95.8,108.5,112.5,-15.6,-16.700000000000003,0.667,0.86,17.6,0.4,0.667,0.56,0.292,0.556,0.582,96.6,93.44,77.87,24,0.469,4127,1965,1,1,1101,6043,6057,6398,3752,4222,4336,2616,5047,3311,9110,4173,4516,8808,5305,12.0
Lineups,-1629027-1630168-1630249-1630700-1631243-,T. Young - O. Okongwu - V. Krejčí - D. Daniels - M. Gueye,1610612737,ATL,1,0,1,0.0,12.0,91.5,100.0,94.8,96.0,-3.3,4.0,0.444,0.8,12.5,0.231,0.846,0.538,0.2,0.5,0.536,107.4,101.98,84.99,25,0.457,4127,6174,3490,6174,1169,4691,4101,4284,6476,4251,6081,4944,3216,3628,7571,4656,5261,6534,5441,12.0
Lineups,-203995-1628970-1630182-1631109-1641733-,V. Micić - M. Bridges - J. Green - M. Williams - N. Smith Jr.,1610612766,CHA,3,2,1,0.667,12.0,88.2,88.9,64.7,57.7,23.6,31.200000000000003,0.222,0.5,5.7,0.333,0.765,0.543,0.148,0.352,0.411,100.5,105.71,88.09,27,0.714,1386,972,3490,3813,1138,6393,2057,2811,7282,4533,7312,3127,3979,3599,6603,7135,7248,5333,2602,4.0
Lineups,-1628380-1629640-1630170-1630577-1631104-,Z. Collins - K. Johnson - D. Vassell - J. Champagnie - B. Wesley,1610612759,SAS,4,2,2,0.5,12.0,135.1,133.3,125.6,125.9,9.6,7.400000000000006,0.692,2.25,23.7,0.2,0.615,0.435,0.148,0.682,0.731,104.1,104.66,87.21,27,0.556,917,972,8517,4350,1097,2314,7241,4122,3672,1317,2310,5124,6128,6386,6603,2399,2315,5633,4117,3.0
Lineups,-1628380-1630572-1631103-1631104-1631321-,Z. Collins - S. Mamukelashvili - M. Branham - B. Wesley - S. Cissoko,1610612759,SAS,5,2,3,0.4,12.0,110.3,110.3,75.6,70.0,34.7,40.3,0.929,1.63,30.2,0.143,0.444,0.36,0.276,0.762,0.762,117.3,121.89,101.58,29,0.8,646,972,9709,5532,1181,4230,2675,2347,2459,2371,922,5740,7667,7516,8962,1654,1919,2247,2053,2.4
Lineups,-202692-202710-1628389-1629639-1641796-,A. Burks - J. Butler - B. Adebayo - T. Herro - P. Larsson,1610612748,MIA,2,1,1,0.5,11.0,101.2,90.9,73.8,75.0,27.4,15.900000000000006,0.25,1.0,8.0,0.111,0.706,0.5,0.091,0.529,0.533,91.1,95.42,79.52,22,0.78,2233,1965,3490,4350,1329,6279,2823,3642,7162,2977,7106,5927,4821,4036,4984,4509,5292,8378,2184,5.5
Lineups,-1627936-1628983-1629652-1631172-1641717-,A. Caruso - S. Gilgeous-Alexander - L. Dort - O. Dieng - C. Wallace,1610612760,OKC,2,2,0,1.0,11.0,100.5,100.0,96.5,91.3,4.0,8.700000000000003,0.75,6.0,17.6,0.313,0.583,0.429,0.043,0.438,0.462,100.6,103.66,86.38,23,0.535,2233,972,1,1,1317,4691,3872,4045,3028,90,4336,3923,6434,6410,4374,6261,6771,5953,4412,5.5
Lineups,-203076-1626156-1629216-1629629-1630559-,A. Davis - D. Russell - G. Vincent - C. Reddish - A. Reaves,1610612747,LAL,3,2,1,0.667,11.0,105.3,103.8,117.1,116.0,-11.8,-12.200000000000003,0.7,1.17,18.9,0.4,0.5,0.458,0.231,0.6,0.596,106.5,107.76,89.8,26,0.475,1386,972,3490,3813,1216,4621,6376,6125,3609,2933,3913,2616,6684,5999,8288,3426,4264,4774,5231,3.6666666666666665
Lineups,-1628988-1630578-1631095-1641708-1642263-,A. Holiday - A. Sengun - J. Smith Jr. - A. Thompson - R. Sheppard,1610612745,HOU,2,1,1,0.5,11.0,82.6,82.6,112.1,112.5,-29.5,-29.900000000000006,0.444,1.33,14.3,0.091,0.647,0.429,0.13,0.475,0.475,103.0,102.86,85.71,23,0.402,2233,1965,3490,4350,1264,6788,6057,7154,6476,2745,5489,6002,5922,6410,6055,5931,6658,6139,6040,5.5
Lineups,-201143-201950-1627759-1630202-1630573-,A. Horford - J. Holiday - J. Brown - P. Pritchard - S. Hauser,1610612738,BOS,3,3,0,1.0,11.0,90.1,91.3,131.3,131.8,-41.3,-40.500000000000014,0.571,2.0,13.8,0.133,0.667,0.37,0.087,0.452,0.47,101.0,100.15,83.46,23,0.232,1386,561,1,1,1302,6264,7533,7699,5024,1393,5898,5851,5047,7448,4951,6131,6683,7116,7579,3.6666666666666665
Lineups,-201143-1628369-1628401-1630202-1630573-,A. Horford - J. Tatum - D. White - P. Pritchard - S. Hauser,1610612738,BOS,5,3,2,0.6,11.0,105.2,100.0,116.6,116.0,-11.3,-16.0,0.5,1.33,13.3,0.083,0.778,0.381,0.12,0.525,0.574,107.1,110.06,91.72,25,0.389,646,561,8517,4193,1272,4691,6376,6329,5281,2745,5949,6026,3841,7314,5742,4549,4628,4143,6237,2.2
Lineups,-203458-203926-1629162-1641732-1642403-,A. Len - D. McDermott - J. McLaughlin - C. Jones - I. Jones,1610612758,SAC,5,4,1,0.8,11.0,50.3,43.5,104.4,95.7,-54.1,-52.2,0.5,0.4,7.4,0.154,0.643,0.407,0.217,0.313,0.296,89.9,100.98,84.15,23,0.022,646,353,3490,3552,1270,8580,4084,8165,5281,4899,7178,5711,5938,6827,8140,7645,8316,6862,8458,2.2
Lineups,-1629014-1630166-1630703-1641739-1642270-,A. Simons - D. Avdija - S. Henderson - T. Camara - D. Clingan,1610612757,POR,5,2,3,0.4,11.0,105.8,100.0,107.8,108.7,-2.0,-8.700000000000003,0.556,1.67,15.2,0.273,0.889,0.55,0.12,0.526,0.578,103.0,105.53,87.94,25,0.474,646,972,9709,5532,1271,4691,5770,5949,5145,2277,5361,4291,2987,3470,5742,4538,4591,5373,5242,2.2
Lineups,-1628389-1629130-1629639-1631107-1631170-,B. Adebayo - D. Robinson - T. Herro - N. Jović - J. Jaquez Jr.,1610612748,MIA,4,2,2,0.5,11.0,100.5,95.7,99.7,95.8,0.9,-0.09999999999999432,0.875,7.0,21.9,0.154,0.727,0.417,0.043,0.5,0.503,95.8,100.12,83.43,23,0.444,917,972,8517,4350,1225,6048,4094,5572,2508,52,2786,5711,4569,6691,4374,4656,5898,7120,5554,2.75
Lineups,-1628389-1629312-1629639-1630696-1631170-,B. Adebayo - H. Highsmith - T. Herro - D. Smith - J. Jaquez Jr.,1610612748,MIA,1,0,1,0.0,11.0,70.3,72.7,79.1,81.8,-8.8,-9.099999999999994,1.0,2.5,14.7,0.35,0.583,0.438,0.091,0.24,0.299,102.9,99.45,82.88,22,0.346,4127,6174,3490,6174,1322,7357,3301,5958,1,1133,5459,3096,6434,6346,4984,8142,8310,7315,6640,11.0
Lineups,-1630527-1631255-1631288-1641810-1641998-,B. Boston Jr. - K. Matković - J. Cain - A. Reeves - T. Jemison III,1610612740,NOP,2,0,2,0.0,11.0,101.6,100.0,83.3,80.0,18.3,20.0,0.444,4.0,14.3,0.083,0.545,0.304,0.043,0.475,0.508,104.8,107.83,89.86,23,0.576,2233,6174,8517,6174,1313,4691,3111,3334,6476,324,5489,6026,6624,8267,4374,5931,5785,4760,3866,5.5
Lineups,-201572-203081-1626171-1626192-1627752-,B. Lopez - D. Lillard - B. Portis - P. Connaughton - T. Prince,1610612749,MIL,4,1,3,0.25,11.0,100.5,95.8,118.6,122.7,-18.1,-26.900000000000006,0.4,1.0,12.9,0.3,0.692,0.522,0.167,0.55,0.551,95.4,96.2,80.16,24,0.387,917,1965,9709,5969,1207,6043,6911,7042,6591,2977,6054,3997,4933,3901,6851,4250,5072,8183,6264,2.75
Lineups,-201572-203081-203114-1627752-1629018-,B. Lopez - D. Lillard - K. Middleton - T. Prince - G. Trent Jr.,1610612749,MIL,3,1,2,0.333,11.0,79.5,75.0,136.2,134.8,-56.7,-59.80000000000001,0.333,1.0,7.1,0.143,0.538,0.333,0.083,0.3,0.398,102.3,105.92,88.26,24,0.21,1386,1965,8517,5613,1317,7130,7910,8360,6764,2977,7181,5740,6651,7568,4830,7691,7438,5267,7718,3.6666666666666665
Lineups,-201572-203114-203507-1629018-1631260-,B. Lopez - K. Middleton - G. Antetokounmpo - G. Trent Jr. - A. Green,1610612749,MIL,3,2,1,0.667,11.0,117.4,120.0,95.8,95.2,21.6,24.799999999999997,0.444,4.0,14.8,0.231,0.818,0.5,0.05,0.523,0.535,92.1,91.39,76.16,20,0.584,1386,972,3490,3813,1304,3365,4060,3160,6476,324,5431,4944,3436,4036,4415,4565,5274,9171,3784,3.6666666666666665
Lineups,-1627732-1627827-1629651-1629661-1630592-,B. Simmons - D. Finney-Smith - N. Claxton - C. Johnson - J. Wilson,1610612751,BKN,3,1,2,0.333,11.0,82.4,81.0,110.3,120.0,-27.9,-39.0,0.667,0.8,14.3,0.3,0.75,0.545,0.238,0.433,0.482,94.2,91.11,75.93,21,0.324,1386,1965,8517,5613,1298,6844,6624,7606,3752,4251,5489,3997,4017,3518,8339,6322,6604,9221,6920,3.6666666666666665
Lineups,-1627732-1629651-1629661-1630533-1630560-,B. Simmons - N. Claxton - C. Johnson - Z. Williams - C. Thomas,1610612751,BKN,1,1,0,1.0,11.0,128.7,121.7,133.3,131.8,-4.6,-10.100000000000009,0.8,8.0,24.2,0.182,1.0,0.438,0.043,0.571,0.615,93.5,96.72,80.6,23,0.448,4127,1965,1,1,1239,3300,7533,6046,2730,23,2257,5455,1,6346,4374,3902,3897,8070,5523,11.0
Lineups,-1627732-1629003-1629661-1630553-1630570-,B. Simmons - S. Milton - C. Johnson - K. Johnson - T. Watford,1610612751,BKN,2,0,2,0.0,11.0,80.4,82.6,54.3,54.5,26.0,28.099999999999994,0.714,5.0,16.1,0.222,1.0,0.517,0.043,0.348,0.371,101.9,100.31,83.59,23,0.84,2233,6174,8517,6174,1304,6788,1967,2935,3475,158,5085,4991,1,3944,4374,7163,7662,7066,1890,5.5
Lineups,-203991-203992-1629631-1630249-1630700-,C. Capela - B. Bogdanović - D. Hunter - V. Krejčí - D. Daniels,1610612737,ATL,5,2,3,0.4,11.0,80.6,78.3,129.9,116.0,-49.3,-37.7,0.333,1.5,10.7,0.154,0.857,0.4,0.087,0.429,0.403,98.3,105.69,88.07,23,0.239,646,972,9709,5532,1273,7047,6376,7584,6764,2423,6674,5711,3117,6845,4951,6347,7323,5335,7540,2.2
Lineups,-1627747-1627777-1628386-1629636-1629731-,C. LeVert - G. Niang - J. Allen - D. Garland - D. Wade,1610612739,CLE,5,4,1,0.8,11.0,168.7,152.0,101.1,104.5,67.7,47.5,0.615,4.0,22.2,0.429,0.615,0.55,0.08,0.75,0.808,94.9,98.52,82.1,25,0.761,646,353,3490,3552,1210,1400,5551,2111,4671,324,2556,2444,6128,3470,4803,1659,1608,7583,2303,2.2
Lineups,-1627747-1627777-1629622-1629636-1630596-,C. LeVert - G. Niang - M. Strus - D. Garland - E. Mobley,1610612739,CLE,4,4,0,1.0,11.0,179.2,186.4,85.5,83.3,93.7,103.10000000000001,0.75,0.0,33.3,0.286,0.5,0.435,0.0,0.848,0.858,96.7,96.14,80.12,22,0.882,917,353,1,1,1206,723,3344,718,3028,5085,402,4109,6684,6386,1,1210,1309,8193,1717,2.75
Lineups,-1627747-1628386-1629636-1630171-1630241-,C. LeVert - J. Allen - D. Garland - I. Okoro - S. Merrill,1610612739,CLE,5,5,0,1.0,11.0,169.6,175.0,83.5,83.3,86.2,91.7,0.875,3.5,34.1,0.5,0.786,0.7,0.167,0.932,0.884,104.6,103.01,85.84,24,0.863,646,242,1,1,1237,844,3344,1071,2508,565,401,1236,3796,1426,6851,987,1200,6119,1791,2.2
Lineups,-203468-1627742-1628464-1630529-1641722-,C. McCollum - B. Ingram - D. Theis - H. Jones - J. Hawkins,1610612740,NOP,3,1,2,0.333,11.0,72.3,72.0,130.5,129.2,-58.1,-57.19999999999999,0.375,1.5,10.3,0.071,0.727,0.36,0.08,0.386,0.393,107.8,108.55,90.46,25,0.24,1386,1965,8517,5613,1289,7381,7429,8317,6724,2423,6713,6043,4569,7516,4803,6853,7459,4535,7530,3.6666666666666665
Lineups,-203468-1627749-1628464-1629750-1641722-,C. McCollum - D. Murray - D. Theis - J. Green - J. Hawkins,1610612740,NOP,6,4,2,0.667,11.0,103.4,107.7,82.7,72.0,20.7,35.7,0.667,1.2,16.2,0.385,0.75,0.56,0.192,0.5,0.558,106.6,111.27,92.73,26,0.59,447,353,8517,3813,1258,4406,2775,2549,3752,2903,5073,2889,4017,3311,7538,4656,4957,3854,3743,1.8333333333333333
Lineups,-203468-1627749-1629627-1630529-1642274-,C. McCollum - D. Murray - Z. Williamson - H. Jones - Y. Missi,1610612740,NOP,1,0,1,0.0,11.0,96.4,113.0,104.9,104.3,-8.5,8.700000000000003,0.6,2.0,15.8,0.529,0.875,0.64,0.13,0.42,0.449,109.1,100.67,83.89,23,0.525,4127,6174,3490,6174,1264,4020,5538,4045,4722,1393,5145,1225,3034,2209,6055,6458,6913,6942,4534,11.0
Lineups,-203468-1628464-1630527-1630529-1630631-,C. McCollum - D. Theis - B. Boston - H. Jones - J. Alvarado,1610612740,NOP,2,2,0,1.0,11.0,133.3,140.0,95.6,95.5,37.7,44.5,0.818,4.5,30.0,0.125,0.692,0.476,0.1,0.737,0.737,95.3,93.19,77.66,20,0.625,2233,972,1,1,1293,2021,4074,2202,2706,290,924,5863,4933,5741,5178,2042,2260,8845,3357,5.5
Lineups,-101108-1629640-1630577-1631103-1641705-,C. Paul - K. Johnson - J. Champagnie - M. Branham - V. Wembanyama,1610612759,SAS,5,3,2,0.6,11.0,165.8,160.9,69.9,73.9,95.9,87.0,0.714,3.33,29.4,0.2,0.692,0.556,0.13,0.895,0.91,99.6,98.28,81.9,23,0.925,646,561,8517,4193,1229,1201,2814,1123,3475,612,1036,5124,4933,3336,6055,1072,1113,7639,1594,2.2
Lineups,-1626166-1628404-1628969-1630540-1630579-,C. Payne - J. Hart - M. Bridges - M. McBride - J. Sims,1610612752,NYK,4,4,0,1.0,11.0,147.6,140.9,141.7,116.7,5.9,24.200000000000003,0.615,4.0,24.2,0.333,1.0,0.647,0.091,0.705,0.705,90.5,102.08,85.07,22,0.486,917,353,1,1,1295,2014,6395,3174,4671,324,2257,3127,1,2166,4984,2183,2555,6494,5099,2.75
Lineups,-1626166-1628384-1628969-1630540-1630579-,C. Payne - O. Anunoby - M. Bridges - M. McBride - J. Sims,1610612752,NYK,4,3,1,0.75,11.0,125.8,119.0,151.8,152.4,-26.0,-33.400000000000006,0.889,8.0,25.0,0.273,0.4,0.333,0.048,0.575,0.599,91.1,93.41,77.84,21,0.406,917,561,3490,3632,1301,3540,8811,7290,2494,23,1577,4291,7726,7568,4399,3874,4228,8813,6010,2.75
Lineups,-1629012-1629234-1630695-1641729-1642268-,C. Sexton - D. Eubanks - M. Potter - B. Sensabaugh - I. Collier,1610612762,UTA,2,0,2,0.0,11.0,151.7,147.6,111.6,128.6,40.1,19.0,0.692,9.0,29.0,0.143,0.471,0.375,0.048,0.75,0.758,95.1,89.47,74.56,21,0.685,2233,6174,8517,6174,1225,1811,7345,3445,3672,17,1061,5740,7645,7326,4399,1659,1939,9450,2816,5.5
Lineups,-1629632-1630188-1630581-1631207-1641824-,C. White - J. Smith - J. Giddey - D. Terry - M. Buzelis,1610612741,CHI,8,4,4,0.5,11.0,97.0,92.6,112.7,96.4,-15.6,-3.8000000000000114,0.889,2.0,22.9,0.0,0.667,0.348,0.148,0.525,0.574,108.0,119.46,99.55,27,0.467,278,353,10169,4350,1250,6186,4113,5695,2494,1393,2489,6064,5047,7561,6603,4549,4628,2553,5320,1.375
Lineups,-1629632-1630172-1630188-1630245-1631207-,C. White - P. Williams - J. Smith - A. Dosunmu - D. Terry,1610612741,CHI,3,3,0,1.0,11.0,126.7,126.1,102.0,100.0,24.7,26.099999999999994,0.818,9.0,25.0,0.308,1.0,0.571,0.043,0.563,0.583,102.5,103.8,86.5,23,0.604,1386,561,1,1,1279,2892,4173,3023,2706,17,1577,3947,1,3043,4374,4063,4497,5894,3574,3.6666666666666665
Lineups,-1629632-1630172-1630188-1630245-1641763-,C. White - P. Williams - J. Smith - A. Dosunmu - J. Phillips,1610612741,CHI,5,1,4,0.2,11.0,86.8,82.6,133.3,131.8,-46.4,-49.20000000000002,0.857,0.86,18.8,0.333,0.727,0.55,0.304,0.563,0.563,93.2,96.14,80.12,23,0.289,646,1965,10169,6090,1229,6788,7533,7914,2544,4222,3942,3127,4569,3470,9166,4063,4899,8191,7176,2.2
Lineups,-1629632-1629659-1630188-1630245-1641824-,C. White - T. Horton-Tucker - J. Smith - A. Dosunmu - M. Buzelis,1610612741,CHI,4,2,2,0.5,11.0,110.5,108.3,98.1,100.0,12.4,8.299999999999997,0.778,3.5,18.9,0.462,0.455,0.458,0.083,0.5,0.53,107.1,107.16,89.3,24,0.633,917,972,8517,4350,1334,4367,4173,4067,2952,565,3913,2352,7657,5999,4830,4656,5405,4934,3303,2.75
Lineups,-1629632-1629659-1630188-1630581-1641763-,C. White - T. Horton-Tucker - J. Smith - J. Giddey - J. Phillips,1610612741,CHI,4,1,3,0.25,11.0,142.9,138.5,84.0,80.8,58.9,57.7,0.769,10.0,27.0,0.091,0.615,0.375,0.038,0.696,0.714,109.6,113.58,94.65,26,0.763,917,1965,9709,5969,1260,2165,3283,1741,2993,12,1452,6002,6128,7326,4352,2327,2480,3436,2292,2.75
Lineups,-201942-1626168-1627734-1628368-1628370-,D. DeRozan - T. Lyles - D. Sabonis - D. Fox - M. Monk,1610612758,SAC,5,3,2,0.6,11.0,80.0,79.2,65.6,65.2,14.4,14.0,0.429,0.75,9.1,0.375,0.857,0.6,0.167,0.326,0.384,105.0,105.8,88.17,24,0.544,646,561,8517,4193,1316,7024,2272,3755,6514,4288,6907,2913,3117,2493,6851,7610,7543,5310,4296,2.2
Lineups,-1628978-1630545-1630568-1631169-1642265-,D. DiVincenzo - T. Shannon Jr. - L. Garza - J. Minott - R. Dillingham,1610612750,MIN,1,0,1,0.0,11.0,138.2,137.5,104.9,100.0,33.3,37.5,0.846,5.5,29.7,0.2,0.538,0.391,0.083,0.674,0.691,106.2,109.02,90.85,24,0.68,4127,6174,3490,6174,1327,2186,4173,2481,2588,141,1030,5124,6651,7251,4830,2446,2768,4407,2850,11.0
Lineups,-203110-1627741-1627780-1630228-1641764-,D. Green - B. Hield - G. Payton II - J. Kuminga - B. Podziemski,1610612744,GSW,5,4,1,0.8,11.0,94.6,95.5,104.0,109.1,-9.4,-13.599999999999994,0.375,0.75,11.5,0.1,0.9,0.5,0.182,0.529,0.547,103.2,100.25,83.54,22,0.39,646,353,3490,3552,1333,6057,5780,6215,6724,4288,6443,5975,2959,4036,7351,4509,5124,7082,6235,2.2
Lineups,-1627814-1629626-1631102-1641779-1642345-,D. Lee - B. Bol - T. Washington Jr. - J. Bridges - O. Ighodaro,1610612756,PHX,2,0,2,0.0,11.0,117.3,118.2,106.3,95.5,11.1,22.700000000000003,0.833,1.67,17.9,0.1,0.8,0.45,0.136,0.5,0.645,91.7,96.29,80.24,22,0.582,2233,6174,8517,6174,1264,3584,4074,3236,2609,2277,4298,5975,3506,6141,6159,4656,3360,8167,3810,5.5
Lineups,-1627749-1628464-1630526-1630527-1630530-,D. Murray - D. Theis - J. Robinson-Earl - B. Boston - T. Murphy III,1610612740,NOP,4,0,4,0.0,11.0,88.4,91.3,105.1,104.5,-16.7,-13.200000000000003,0.571,0.8,13.8,0.2,0.6,0.44,0.217,0.5,0.56,103.0,101.57,84.64,23,0.487,917,6174,10169,6174,1319,6264,5551,6186,5024,4251,5898,5124,6169,6335,8140,4656,4944,6666,5082,2.75
Lineups,-1629130-1629312-1629639-1631170-1642276-,D. Robinson - H. Highsmith - T. Herro - J. Jaquez Jr. - K. Ware,1610612748,MIA,3,1,2,0.333,11.0,146.2,134.8,104.5,109.5,41.7,25.30000000000001,0.909,5.0,28.6,0.25,0.7,0.5,0.087,0.737,0.731,95.6,97.33,81.11,23,0.692,1386,1965,8517,5613,1283,2299,5832,3045,2467,158,1067,4415,4849,4036,4951,2042,2309,7903,2762,3.6666666666666665
Lineups,-1627734-1628368-1628370-1628989-1631099-,D. Sabonis - D. Fox - M. Monk - K. Huerter - K. Murray,1610612758,SAC,6,2,4,0.333,11.0,135.6,127.6,75.0,65.5,60.6,62.099999999999994,0.583,7.0,17.5,0.286,0.786,0.536,0.034,0.52,0.611,114.1,125.8,104.84,29,0.828,447,972,10169,5613,1248,2837,2275,1612,4983,52,4399,4109,3796,3703,4342,4593,4017,1892,1946,1.8333333333333333
Lineups,-203471-1627827-1629651-1629661-1630592-,D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - J. Wilson,1610612751,BKN,4,1,3,0.25,11.0,121.0,112.5,140.4,144.0,-19.4,-31.5,0.3,1.0,9.4,0.455,0.6,0.524,0.125,0.571,0.605,104.1,106.39,88.66,24,0.358,917,1965,9709,5969,1249,4032,8314,7241,7130,2977,6904,2364,6169,3877,5787,3902,4092,5140,6537,2.75
