GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,MIN_PER_GAME
Lineups,-1626157-1628384-1628404-1628969-1628973-,K. Towns - O. Anunoby - J. Hart - M. Bridges - J. Brunson,1610612752,NYK,41,28,13,0.683,797.0,116.9,118.4,113.4,112.8,3.6,5.6000000000000085,0.666,2.37,21.1,0.274,0.73,0.509,0.127,0.572,0.604,99.6,99.22,82.68,1651,0.538,1,1,10601,3812,1,3579,6139,4204,4453,1261,2972,4290,4563,4010,6021,3901,4118,7403,4374,19.4390243902439
Lineups,-201144-203497-203944-1630162-1630183-,M. Conley - R. Gobert - J. Randle - A. Edwards - J. McDaniels,1610612750,MIN,39,24,15,0.615,528.0,111.3,111.4,110.0,111.1,1.4,0.30000000000001137,0.656,1.65,19.3,0.259,0.739,0.506,0.163,0.565,0.595,98.0,97.48,81.23,1076,0.507,2,2,10608,4186,2,4144,6000,4420,4464,2363,3826,4403,4509,4025,6837,4053,4307,7870,4714,13.538461538461538
Lineups,-1627832-1628415-1630224-1630578-1631095-,F. VanVleet - D. Brooks - J. Green - A. Sengun - J. Smith Jr.,1610612745,HOU,28,18,10,0.643,416.0,106.9,110.4,104.0,103.8,2.9,6.6000000000000085,0.57,1.88,16.3,0.314,0.75,0.52,0.122,0.496,0.536,101.4,99.77,83.14,871,0.519,8,4,10577,4151,3,4226,5513,4166,5122,2167,5060,3922,4017,3917,5774,5867,5266,7237,4596,14.857142857142858
Lineups,-201942-1627734-1628368-1628370-1631099-,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Murray,1610612758,SAC,27,13,14,0.481,414.0,115.1,115.0,113.3,113.4,1.8,1.5999999999999943,0.64,2.49,20.0,0.264,0.747,0.499,0.113,0.544,0.583,103.5,103.45,86.21,895,0.512,9,22,10605,5478,4,3879,6179,4376,4533,1231,3741,4383,4495,5611,5637,4363,4499,6012,4676,15.333333333333334
Lineups,-1626167-1627783-1629614-1630169-1631097-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Mathurin,1610612754,IND,26,17,9,0.654,363.0,116.7,115.6,102.0,99.9,14.8,15.699999999999989,0.696,2.51,21.6,0.223,0.793,0.528,0.12,0.583,0.613,100.1,101.63,84.69,768,0.587,10,10,10565,4150,5,3834,4172,3649,3657,1132,2842,4990,3778,3832,5741,3714,3983,6649,3766,13.961538461538462
Lineups,-201572-203081-203507-1627752-1641748-,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Jackson Jr.,1610612749,MIL,29,18,11,0.621,300.0,109.5,109.3,112.4,112.3,-3.0,-3.0,0.616,1.71,18.7,0.232,0.781,0.506,0.149,0.566,0.583,101.4,101.59,84.66,637,0.487,6,4,10585,4182,6,4312,6055,5666,4670,2266,4014,4943,3838,4024,6622,4045,4491,6660,5081,10.344827586206897
Lineups,-203991-1629027-1630552-1630700-1642258-,C. Capela - T. Young - J. Johnson - D. Daniels - Z. Risacher,1610612737,ATL,26,14,12,0.538,282.0,111.9,111.5,111.9,111.7,-0.1,-0.20000000000000284,0.712,2.13,21.7,0.31,0.742,0.522,0.149,0.555,0.572,106.1,106.35,88.62,624,0.502,10,18,10599,4336,7,4136,6017,5571,3592,1379,2829,3946,4500,3900,6621,4221,4644,5155,4739,10.846153846153847
Lineups,-1628392-1628983-1629652-1631114-1641717-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace,1610612760,OKC,20,17,3,0.85,263.0,117.0,117.1,101.4,101.2,15.7,15.899999999999991,0.594,2.44,19.3,0.27,0.718,0.503,0.11,0.559,0.594,102.1,102.16,85.13,556,0.594,28,10,9709,3521,8,3652,5444,3646,4962,1242,3830,4346,4653,4033,5434,4157,4318,6474,3706,13.15
Lineups,-202699-203501-1630595-1631093-1631105-,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Ivey - J. Duren,1610612765,DET,21,10,11,0.476,261.0,118.3,119.8,121.2,122.0,-2.8,-2.200000000000003,0.653,1.9,20.6,0.332,0.762,0.55,0.157,0.598,0.617,98.6,97.66,81.38,530,0.484,19,55,10585,5479,9,3529,6851,5630,4470,2152,3085,3885,3991,3469,6760,3605,3874,7808,5131,12.428571428571429
Lineups,-201935-1626181-1627739-1627826-1627884-,J. Harden - N. Powell - K. Dunn - I. Zubac - D. Jones Jr.,1610612746,LAC,19,12,7,0.632,257.0,111.0,112.5,101.7,102.4,9.2,10.099999999999994,0.594,1.72,18.5,0.266,0.72,0.502,0.147,0.558,0.585,101.4,100.38,83.65,536,0.548,34,32,10516,4162,10,4032,5465,3927,4958,2254,4059,4377,4643,4034,6599,4161,4436,7043,4233,13.526315789473685
Lineups,-202696-203897-1629632-1630172-1630581-,N. Vučević - Z. LaVine - C. White - P. Williams - J. Giddey,1610612741,CHI,22,10,12,0.455,250.0,109.4,106.7,110.6,111.8,-1.2,-5.099999999999994,0.675,1.9,19.8,0.235,0.777,0.511,0.144,0.552,0.579,106.8,107.56,89.63,564,0.483,17,55,10599,5490,11,4474,6033,5762,3743,2153,3750,4937,3914,3994,6566,4241,4583,4819,5159,11.363636363636363
Lineups,-201566-203999-1627750-1629008-1631128-,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,1610612743,DEN,19,13,6,0.684,246.0,127.5,126.3,119.7,119.9,7.8,6.3999999999999915,0.739,3.16,24.5,0.301,0.713,0.519,0.116,0.613,0.64,103.0,103.44,86.2,528,0.533,34,22,10467,3809,12,2886,6623,4169,3393,649,2240,3996,4804,3930,5669,3308,3472,6015,4448,12.947368421052632
Lineups,-201950-204001-1627759-1628369-1628401-,J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,1610612738,BOS,16,10,6,0.625,245.0,114.3,114.9,112.1,113.7,2.2,1.2000000000000028,0.668,2.49,20.1,0.229,0.717,0.476,0.112,0.549,0.579,104.1,103.12,85.93,525,0.517,57,55,10467,4164,13,3880,6194,4390,3751,1230,3141,4974,4656,5740,5634,4296,4570,6097,4612,15.3125
Lineups,-203932-203999-1627750-1629008-1631128-,A. Gordon - N. Jokić - J. Murray - M. Porter Jr. - C. Braun,1610612743,DEN,14,6,8,0.429,226.0,118.8,120.2,115.7,116.2,3.1,4.0,0.69,2.26,21.3,0.293,0.715,0.513,0.135,0.59,0.624,103.3,102.4,85.34,489,0.537,85,173,10547,5506,14,3362,6388,4283,3692,1316,2949,4090,4661,3981,6146,3678,3783,6401,4378,16.142857142857142
Lineups,-203468-1627749-1630529-1630530-1642274-,C. McCollum - D. Murray - H. Jones - T. Murphy III - Y. Missi,1610612740,NOP,13,2,11,0.154,221.0,113.0,112.6,120.9,120.1,-7.9,-7.5,0.617,1.64,18.4,0.306,0.693,0.49,0.158,0.551,0.589,101.6,102.16,85.13,469,0.451,100,972,10585,6156,15,4031,6792,5878,4667,2368,4070,3982,4930,5634,6765,4247,4396,6476,5507,17.0
Lineups,-201143-201950-1627759-1628369-1628401-,A. Horford - J. Holiday - J. Brown - J. Tatum - D. White,1610612738,BOS,19,14,5,0.737,216.0,120.8,120.3,99.4,100.9,21.4,19.39999999999999,0.694,2.63,21.1,0.202,0.737,0.489,0.111,0.612,0.635,102.7,102.19,85.16,458,0.586,34,18,10375,3769,16,3361,5440,3427,3664,1114,2970,5123,4518,5641,5632,3312,3526,6466,3770,11.368421052631579
Lineups,-1627832-1628415-1630224-1630578-1641708-,F. VanVleet - D. Brooks - J. Green - A. Sengun - A. Thompson,1610612745,HOU,19,15,4,0.789,213.0,109.3,111.9,118.4,117.8,-9.1,-5.8999999999999915,0.588,1.89,17.3,0.272,0.637,0.441,0.126,0.52,0.558,99.7,98.78,82.32,436,0.454,34,15,10169,3614,17,4111,6552,5802,4978,2159,4452,4343,5961,6328,6019,4591,4967,7509,5487,11.210526315789474
Lineups,-1628398-1629673-1641731-1642259-1642267-,K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,17,1,16,0.059,208.0,86.8,86.7,118.6,120.3,-31.8,-33.599999999999994,0.636,1.43,15.7,0.185,0.73,0.426,0.143,0.444,0.464,108.9,108.15,90.12,467,0.315,48,1965,10610,6173,18,6530,6793,7451,4570,2680,5190,5453,4564,6639,6565,6197,6752,4652,6993,12.235294117647058
Lineups,-2544-203076-1629060-1630559-1631108-,L. James - A. Davis - R. Hachimura - A. Reaves - M. Christie,1610612747,LAL,17,9,8,0.529,199.0,109.4,107.4,106.3,106.3,3.1,1.1000000000000085,0.672,1.75,19.6,0.253,0.776,0.521,0.156,0.55,0.583,102.5,103.43,86.19,430,0.532,48,79,10547,4345,19,4439,5648,4396,3746,2252,3768,4414,3916,3915,6746,4249,4496,6019,4456,11.705882352941176
Lineups,-1628378-1628386-1629636-1629731-1630596-,D. Mitchell - J. Allen - D. Garland - D. Wade - E. Mobley,1610612739,CLE,21,18,3,0.857,197.0,120.4,120.1,110.9,112.4,9.5,7.699999999999989,0.63,2.43,20.7,0.232,0.705,0.479,0.119,0.592,0.617,101.6,101.08,84.23,413,0.536,19,4,9709,3507,20,3363,6056,4113,4589,1245,3076,4942,4837,5718,5733,3638,3873,6814,4393,9.380952380952381
Lineups,-202710-1628389-1629130-1629312-1629639-,J. Butler - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,1610612748,MIA,17,10,7,0.588,189.0,116.7,118.4,113.7,114.0,3.0,4.400000000000006,0.737,2.57,22.7,0.279,0.815,0.543,0.129,0.582,0.604,97.3,96.41,80.34,380,0.516,48,55,10516,4286,22,3577,6206,4266,3399,1126,2524,4271,3473,3598,6042,3829,4123,8149,4626,11.117647058823529
Lineups,-1628374-1628381-1629012-1631117-1641718-,L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,1610612762,UTA,13,3,10,0.231,189.0,125.1,123.1,118.9,116.5,6.2,6.599999999999994,0.624,1.5,19.1,0.416,0.797,0.614,0.186,0.612,0.642,98.5,100.32,83.6,398,0.529,100,561,10577,6083,21,3195,6392,4165,4653,2423,3854,2590,3773,2455,7470,3310,3462,7064,4491,14.538461538461538
Lineups,-203924-1629014-1629028-1630166-1641739-,J. Grant - A. Simons - D. Ayton - D. Avdija - T. Camara,1610612757,POR,15,4,11,0.267,188.0,96.3,98.7,114.9,115.8,-18.6,-17.099999999999994,0.58,1.38,15.4,0.291,0.688,0.481,0.153,0.469,0.502,101.5,99.87,83.22,391,0.401,70,353,10585,5968,23,5991,6363,6459,5007,2731,5223,4099,4979,5702,6662,5984,5909,7195,6052,12.533333333333333
Lineups,-201942-1627734-1628368-1628989-1631099-,D. DeRozan - D. Sabonis - D. Fox - K. Huerter - K. Murray,1610612758,SAC,16,7,9,0.438,184.0,113.6,115.0,105.1,105.5,8.5,9.5,0.61,1.88,19.8,0.244,0.721,0.508,0.145,0.579,0.61,101.5,100.71,83.93,387,0.559,57,131,10565,5504,24,3878,5595,4006,4708,2168,3744,4896,4641,4018,6568,3846,4027,6920,4096,11.5
Lineups,-202699-203501-1630595-1631105-1641709-,T. Harris - T. Hardaway Jr. - C. Cunningham - J. Duren - A. Thompson,1610612765,DET,17,10,7,0.588,178.0,109.6,111.5,110.6,112.0,-1.0,-0.5,0.571,1.45,17.9,0.337,0.768,0.55,0.174,0.553,0.576,104.7,103.17,85.98,384,0.507,48,55,10516,4286,25,4143,6044,5588,5121,2672,4294,3125,3969,3468,7283,4231,4612,6083,4715,10.470588235294118
Lineups,-101108-203084-1630577-1641705-1642264-,C. Paul - H. Barnes - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,20,11,9,0.55,176.0,123.6,125.8,113.2,112.3,10.4,13.5,0.713,2.6,21.6,0.249,0.744,0.504,0.118,0.602,0.639,99.2,98.69,82.24,364,0.562,28,38,10565,4326,26,2902,6054,3779,3590,1118,2831,4892,4497,4029,5732,3416,3480,7535,4073,8.8
Lineups,-201935-1626181-1627826-1627884-1629611-,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - T. Mann,1610612746,LAC,13,8,5,0.615,169.0,111.0,110.6,119.6,120.5,-8.6,-9.900000000000006,0.721,1.85,19.7,0.331,0.799,0.542,0.155,0.511,0.558,97.1,96.93,80.78,341,0.457,100,97,10375,4186,27,4221,6795,5997,3471,2179,3753,3886,3770,3604,6742,4638,4956,8016,5433,13.0
Lineups,-1627751-1629628-1630534-1630558-1641711-,J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - G. Dick,1610612761,TOR,14,3,11,0.214,167.0,114.5,116.7,112.7,113.1,1.9,3.6000000000000085,0.606,2.54,18.8,0.306,0.695,0.497,0.105,0.532,0.566,103.6,102.46,85.38,353,0.505,85,561,10585,6088,28,3662,6155,4296,4716,1131,3940,3983,4927,5613,5378,4492,4826,6389,4727,11.928571428571429
Lineups,-203497-203944-1628978-1630162-1630183-,R. Gobert - J. Randle - D. DiVincenzo - A. Edwards - J. McDaniels,1610612750,MIN,24,13,11,0.542,165.0,109.8,109.9,112.1,114.2,-2.3,-4.299999999999997,0.614,1.54,17.5,0.36,0.68,0.528,0.163,0.545,0.567,100.8,99.82,83.18,343,0.498,13,22,10585,4334,29,4284,6213,5709,4696,2420,4398,3058,5024,3828,6842,4362,4815,7212,5003,6.875
Lineups,-101108-203084-1630170-1641705-1642264-,C. Paul - H. Barnes - D. Vassell - V. Wembanyama - S. Castle,1610612759,SAS,16,7,9,0.438,157.0,123.4,123.2,118.0,114.0,5.4,9.200000000000003,0.693,3.12,22.3,0.258,0.735,0.505,0.102,0.601,0.621,100.2,102.05,85.04,332,0.55,57,131,10565,5504,30,3192,6207,4016,3671,654,2555,4405,4533,4028,5354,3424,3819,6498,4191,9.8125
Lineups,-203999-1627750-1629008-1631128-1631212-,N. Jokić - J. Murray - M. Porter Jr. - C. Braun - P. Watson,1610612743,DEN,12,7,5,0.583,156.0,131.2,128.6,116.8,115.5,14.4,13.099999999999994,0.734,3.14,24.4,0.333,0.716,0.542,0.117,0.626,0.646,96.0,97.54,81.29,315,0.562,128,131,10375,4288,31,2737,6358,3806,3405,653,2248,3127,4659,3607,5680,3015,3353,7848,4074,13.0
Lineups,-201572-203081-203507-1627752-1629018-,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - G. Trent Jr.,1610612749,MIL,21,13,8,0.619,153.0,120.0,117.0,119.2,117.3,0.8,-0.29999999999999716,0.607,2.34,19.0,0.138,0.732,0.45,0.106,0.602,0.636,102.2,104.31,86.93,330,0.49,19,22,10547,4184,32,3658,6528,5580,4711,1267,3909,5847,4554,6140,5409,3423,3521,5742,5056,7.285714285714286
Lineups,-201935-1627739-1627826-1627884-1629599-,J. Harden - K. Dunn - I. Zubac - D. Jones Jr. - A. Coffey,1610612746,LAC,15,11,4,0.733,152.0,108.2,108.7,103.1,103.9,5.1,4.799999999999997,0.636,1.49,18.9,0.305,0.782,0.549,0.178,0.545,0.576,97.5,96.91,80.76,309,0.53,70,38,10169,3770,33,4352,5521,4253,4571,2665,3928,3986,3834,3502,7337,4358,4611,8032,4478,10.133333333333333
Lineups,-203484-1629048-1630532-1630591-1641783-,K. Caldwell-Pope - G. Bitadze - F. Wagner - J. Suggs - T. da Silva,1610612753,ORL,13,10,3,0.769,152.0,107.6,108.2,108.9,110.0,-1.3,-1.7999999999999972,0.669,1.93,19.5,0.299,0.77,0.522,0.145,0.513,0.549,96.3,95.62,79.68,304,0.506,100,55,9709,3625,34,4390,5854,5617,3750,2146,3775,4065,3934,3899,6569,4634,5102,8339,4718,11.692307692307692
Lineups,-1628378-1628386-1629636-1630171-1630596-,D. Mitchell - J. Allen - D. Garland - I. Okoro - E. Mobley,1610612739,CLE,15,13,2,0.867,148.0,125.8,125.6,113.1,114.2,12.7,11.399999999999991,0.619,2.17,20.5,0.255,0.727,0.502,0.132,0.631,0.652,102.9,102.56,85.47,317,0.544,70,22,8517,3506,35,2909,6212,3866,4656,1361,3100,4413,4569,4035,6084,2998,3303,6374,4299,9.866666666666667
Lineups,-202699-203501-1627736-1630595-1631105-,T. Harris - T. Hardaway Jr. - M. Beasley - C. Cunningham - J. Duren,1610612765,DET,32,15,17,0.469,140.0,112.7,108.7,120.1,116.6,-7.4,-7.8999999999999915,0.554,1.4,16.4,0.235,0.765,0.504,0.154,0.564,0.608,102.3,105.78,88.15,311,0.467,4,15,10613,5484,36,4361,6394,5894,5193,2729,5053,4937,3979,4031,6740,4061,4045,5317,5315,4.375
Lineups,-101108-203084-1630170-1631110-1641705-,C. Paul - H. Barnes - D. Vassell - J. Sochan - V. Wembanyama,1610612759,SAS,12,5,7,0.417,136.0,115.6,116.3,100.3,100.0,15.3,16.299999999999997,0.771,2.6,22.6,0.226,0.719,0.495,0.124,0.575,0.606,100.1,99.99,83.33,282,0.594,128,242,10516,5528,37,3803,4173,3626,2992,1119,2532,4987,4648,5618,5785,3873,4085,7167,3703,11.333333333333334
Lineups,-203944-1628978-1629638-1629675-1630162-,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,1610612750,MIN,34,18,16,0.529,135.0,129.8,125.6,109.9,107.3,19.9,18.299999999999997,0.6,2.89,19.7,0.26,0.662,0.473,0.095,0.633,0.658,99.3,102.17,85.15,285,0.573,3,4,10610,4345,38,2908,5698,3466,4722,1055,3752,4402,5888,5798,5129,2982,3215,6468,3895,3.9705882352941178
Lineups,-1629014-1629028-1630166-1631101-1641739-,A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,1610612757,POR,10,5,5,0.5,134.0,114.3,113.3,109.4,111.4,5.0,1.8999999999999915,0.55,1.57,17.7,0.244,0.697,0.492,0.151,0.594,0.619,99.5,99.05,82.54,278,0.51,180,242,10375,4350,39,4013,6004,4362,5195,2404,4334,4899,4917,5623,6652,3624,3847,7441,4698,13.4
Lineups,-201942-1627734-1628370-1631099-1631165-,D. DeRozan - D. Sabonis - M. Monk - K. Murray - K. Ellis,1610612758,SAC,22,14,8,0.636,126.0,124.3,123.8,102.9,101.2,21.4,22.599999999999994,0.636,3.21,20.7,0.282,0.742,0.52,0.092,0.57,0.608,97.3,98.31,81.93,260,0.614,17,18,10547,4154,40,3157,5443,3240,4539,637,3068,4264,4499,3925,5112,4011,4053,7633,3478,5.7272727272727275
Lineups,-203924-1629014-1629028-1631101-1641739-,J. Grant - A. Simons - D. Ayton - S. Sharpe - T. Camara,1610612757,POR,10,3,7,0.3,126.0,92.3,93.7,127.8,123.6,-35.5,-29.89999999999999,0.588,1.16,15.9,0.246,0.777,0.484,0.183,0.474,0.506,101.0,102.0,85.0,268,0.358,180,561,10516,5950,42,6143,6947,7155,4977,2947,5141,4894,3915,5675,7450,5942,5832,6529,6540,12.6
Lineups,-1627751-1629628-1630558-1630567-1641711-,J. Poeltl - R. Barrett - D. Mitchell - S. Barnes - G. Dick,1610612761,TOR,13,7,6,0.538,126.0,107.8,105.1,113.2,113.2,-5.4,-8.100000000000009,0.693,1.8,20.5,0.279,0.752,0.514,0.161,0.551,0.571,101.6,102.92,85.76,274,0.488,100,131,10467,4336,41,4577,6156,5900,3670,2209,3103,4271,4016,3971,6819,4248,4678,6133,5073,9.692307692307692
Lineups,-1628384-1628404-1628969-1628973-1630579-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - J. Sims,1610612752,NYK,18,11,7,0.611,120.0,106.6,105.6,112.9,110.0,-6.2,-4.400000000000006,0.632,1.82,17.9,0.339,0.759,0.534,0.142,0.505,0.529,90.7,92.33,76.94,233,0.485,44,38,10516,4191,43,4551,5855,5718,4576,2194,4295,3123,4006,3725,6214,4652,5420,9011,5115,6.666666666666667
Lineups,-201142-203078-203994-1626145-1626164-,K. Durant - B. Beal - J. Nurkić - T. Jones - D. Booker,1610612756,PHX,12,8,4,0.667,119.0,105.7,103.9,125.0,120.9,-19.3,-17.0,0.736,2.19,23.1,0.104,0.709,0.422,0.143,0.576,0.591,101.3,103.83,86.52,258,0.44,128,97,10169,3813,44,4620,6812,6458,3404,1358,2395,5974,4809,6661,6564,3864,4361,5888,5622,9.916666666666666
Lineups,-202681-202691-1629023-1629029-1641726-,K. Irving - K. Thompson - P. Washington - L. Dončić - D. Lively II,1610612742,DAL,14,11,3,0.786,119.0,129.4,127.9,105.7,104.4,23.7,23.5,0.582,2.45,19.5,0.361,0.694,0.531,0.116,0.604,0.622,99.7,100.88,84.07,251,0.596,85,38,9709,3615,45,2826,5548,3206,5004,1236,3787,3057,4928,3795,5670,3409,3801,6879,3691,8.5
Lineups,-1626179-1628389-1629312-1629639-1631170-,T. Rozier - B. Adebayo - H. Highsmith - T. Herro - J. Jaquez Jr.,1610612748,MIA,14,8,6,0.571,118.0,96.5,96.0,113.4,116.0,-16.8,-20.0,0.674,1.93,17.4,0.207,0.667,0.426,0.121,0.46,0.503,99.9,99.12,82.6,248,0.436,85,97,10467,4291,46,6042,6375,6581,3745,2145,4416,5112,5047,6640,5766,6065,5890,7424,5660,8.428571428571429
Lineups,-201935-202695-1626181-1627826-1627884-,J. Harden - K. Leonard - N. Powell - I. Zubac - D. Jones Jr.,1610612746,LAC,9,7,2,0.778,116.0,131.4,133.3,94.3,94.8,37.0,38.500000000000014,0.617,2.93,22.6,0.308,0.805,0.577,0.112,0.631,0.657,104.4,103.37,86.14,249,0.685,221,131,8517,3617,47,2314,4053,2450,4669,1054,2531,3947,3504,3024,5635,2997,3242,6039,2820,12.88888888888889
Lineups,-203497-203944-1629638-1630162-1630183-,R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards - J. McDaniels,1610612750,MIN,29,18,11,0.621,115.0,111.8,110.2,103.2,96.7,8.6,13.5,0.444,1.25,12.9,0.303,0.702,0.498,0.136,0.527,0.564,95.6,99.42,82.85,235,0.519,6,4,10585,4182,48,4236,4121,3782,6476,2850,6068,3994,4848,5612,6158,4536,4857,7318,4598,3.9655172413793105
Lineups,-201566-203932-203999-1629008-1631128-,R. Westbrook - A. Gordon - N. Jokić - M. Porter Jr. - C. Braun,1610612743,DEN,18,10,8,0.556,115.0,131.0,129.4,107.1,104.8,23.9,24.60000000000001,0.74,2.22,23.6,0.392,0.69,0.557,0.161,0.655,0.671,104.1,105.93,88.27,255,0.611,44,55,10547,4311,49,2718,5574,3165,3392,1342,2319,2871,4974,3334,6821,2779,2972,5266,3520,6.388888888888889
Lineups,-201572-203081-1626171-1629018-1631260-,B. Lopez - D. Lillard - B. Portis - G. Trent Jr. - A. Green,1610612749,MIL,13,10,3,0.769,111.0,120.2,122.1,104.5,101.7,15.8,20.39999999999999,0.548,2.04,18.4,0.219,0.754,0.507,0.121,0.603,0.634,99.9,100.55,83.79,231,0.554,100,55,9709,3625,50,3293,5448,3327,5203,1392,4060,5059,4015,4022,5767,3413,3556,6974,4154,8.538461538461538
Lineups,-1628991-1629630-1630217-1641744-1642377-,J. Jackson Jr. - J. Morant - D. Bane - Z. Edey - J. Wells,1610612763,MEM,12,8,4,0.667,111.0,132.5,134.1,96.0,96.8,36.5,37.3,0.542,2.17,18.5,0.352,0.756,0.567,0.12,0.604,0.652,109.4,108.3,90.25,249,0.686,128,97,10169,3813,51,2310,4126,2503,5227,1361,4057,3093,4013,3251,5764,3410,3298,4604,2810,9.25
Lineups,-203471-1627827-1629651-1629661-1630560-,D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,1610612751,BKN,9,3,6,0.333,106.0,114.0,116.2,103.8,104.2,10.1,12.0,0.611,1.83,18.4,0.284,0.693,0.488,0.139,0.566,0.603,98.5,97.34,81.12,216,0.552,221,561,10467,5613,53,3806,5537,3850,4700,2180,4072,4259,4931,5652,6194,4043,4134,7902,4175,11.777777777777779
Lineups,-1626167-1627783-1630169-1631097-1631245-,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,1610612754,IND,9,4,5,0.444,106.0,112.7,113.8,117.5,119.2,-4.8,-5.400000000000006,0.681,1.59,19.9,0.316,0.731,0.53,0.179,0.571,0.605,99.9,98.74,82.28,218,0.49,221,353,10375,5493,52,3986,6605,5778,3728,2402,3742,3911,4557,3801,7344,4008,4106,7523,5062,11.777777777777779
Lineups,-1628991-1629630-1629634-1630217-1642377-,J. Jackson Jr. - J. Morant - B. Clarke - D. Bane - J. Wells,1610612763,MEM,16,11,5,0.688,105.0,119.9,120.1,111.6,111.6,8.2,8.5,0.639,1.59,19.4,0.323,0.703,0.536,0.17,0.596,0.641,105.3,105.19,87.66,229,0.541,57,38,10375,3807,55,3364,6015,4050,4536,2402,3800,3895,4844,3719,7250,3610,3464,5472,4326,6.5625
Lineups,-2544-203076-1626156-1629060-1630559-,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,1610612747,LAL,10,6,4,0.6,105.0,106.7,109.6,103.1,104.0,3.6,5.599999999999994,0.824,2.34,22.2,0.295,0.739,0.524,0.139,0.518,0.557,106.5,104.69,87.24,230,0.557,180,173,10169,4193,57,4295,5523,4203,2702,1266,2766,4074,4508,3877,6200,4612,4970,5624,4109,10.5
Lineups,-1626167-1627783-1630169-1631097-1641767-,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,1610612754,IND,10,5,5,0.5,105.0,110.2,111.8,115.5,115.2,-5.3,-3.4000000000000057,0.693,2.77,20.3,0.243,0.693,0.467,0.104,0.53,0.554,96.8,96.26,80.22,212,0.486,180,242,10375,4350,54,4116,6329,5683,3669,1067,3134,4900,4932,5857,5369,4506,5032,8172,5108,10.5
Lineups,-202696-203897-1629632-1630172-1630245-,N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,1610612741,CHI,15,7,8,0.467,105.0,108.6,107.5,112.4,109.0,-3.8,-1.5,0.767,2.23,20.8,0.2,0.742,0.492,0.129,0.54,0.587,108.4,110.68,92.24,241,0.512,70,131,10547,5485,56,4438,5779,5614,3009,1341,3036,5124,4501,5628,6041,4409,4414,4054,4675,7.0
Lineups,-203991-1629027-1629631-1630552-1630700-,C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,1610612737,ATL,16,10,6,0.625,104.0,114.7,111.7,100.1,100.0,14.6,11.700000000000003,0.688,2.56,18.7,0.331,0.748,0.536,0.104,0.515,0.564,107.4,108.9,90.75,240,0.618,57,55,10467,4164,58,4130,4173,3860,3696,1130,4015,3887,4494,3702,5371,4624,4855,4437,3435,6.5
Lineups,-202696-203897-1629632-1630245-1630581-,N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,1610612741,CHI,13,4,9,0.308,104.0,118.5,116.7,120.1,119.8,-1.5,-3.0999999999999943,0.728,2.5,22.9,0.188,0.769,0.495,0.128,0.632,0.643,106.3,107.23,89.36,234,0.485,100,353,10565,5949,59,3663,6622,5669,3417,1133,2484,5437,3968,5616,6029,2985,3460,4896,5126,8.0
